City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
309,Pedasi,PA,7.5333,-80.0333,82.27,70,95,24.29,overcast clouds
310,Mangan,IN,27.5167,88.5333,45.64,53,18,7.56,few clouds
311,Jishou,CN,28.3167,109.7167,46.63,69,100,1.05,overcast clouds
312,Vestmanna,FO,62.1564,-7.1664,32.0,69,75,3.44,broken clouds
313,Chicama,PE,-7.8447,-79.1469,73.4,78,20,11.5,few clouds
314,Tessalit,ML,20.1986,1.0114,66.94,21,0,10.85,clear sky
315,Ivybridge,GB,50.3904,-3.9191,46.99,91,100,1.01,overcast clouds
316,Kipushi,CD,-11.7667,27.2333,63.64,93,100,1.45,light rain
317,Irondequoit,US,43.2134,-77.5797,19.0,79,90,14.97,light snow
318,Tigil,RU,57.8,158.6667,-11.13,91,99,5.44,overcast clouds
319,Cootamundra,AU,-34.65,148.0333,66.0,96,90,4.76,overcast clouds
320,Byron Bay,AU,-28.65,153.6167,69.8,94,75,3.44,broken clouds
321,Mindelo,CV,16.8901,-24.9804,73.4,68,20,14.97,few clouds
322,Moron,AR,-34.6534,-58.6198,86.0,47,0,4.0,clear sky
323,Oistins,BB,13.0667,-59.5333,82.4,65,20,16.11,few clouds
324,Lompoc,US,34.6391,-120.4579,51.8,82,75,3.44,broken clouds
325,Sitka,US,57.0531,-135.33,37.4,52,90,18.41,overcast clouds
326,Russellville,US,35.2784,-93.1338,52.0,49,40,6.91,scattered clouds
327,Sangar,RU,63.9242,127.4739,-50.85,75,100,0.25,overcast clouds
328,Paita,PE,-5.0892,-81.1144,82.4,61,75,10.36,broken clouds
329,Djibo,BF,14.1022,-1.6306,76.89,17,0,8.97,clear sky
330,Dwarka,IN,22.2394,68.9678,66.52,38,84,10.54,broken clouds
331,Skelleftea,SE,64.7507,20.9528,-5.01,84,74,6.91,broken clouds
332,Abomey,BJ,7.1829,1.9912,81.3,72,100,11.45,overcast clouds
333,Kinkala,CG,-4.3614,14.7644,84.2,65,20,2.3,light rain
334,Muisne,EC,0.6,-80.0333,84.2,84,75,5.75,light rain
335,Vallenar,CL,-28.5708,-70.7581,84.69,28,0,9.75,clear sky
336,Mangrol,IN,21.1167,70.1167,63.41,30,97,11.34,overcast clouds
337,Yatsuo,JP,36.5667,137.1333,30.0,85,100,3.69,snow
338,Mao,ES,39.8885,4.2658,55.4,76,0,4.61,clear sky
339,Hambantota,LK,6.1241,81.1185,76.26,80,96,8.61,overcast clouds
340,Rock Sound,BS,24.9,-76.2,67.37,68,98,16.37,overcast clouds
341,Pochutla,MX,15.7432,-96.4661,91.99,43,40,9.22,scattered clouds
342,Nanortalik,GL,60.1432,-45.2371,32.11,92,100,8.34,overcast clouds
343,Gigmoto,PH,13.7796,124.39,74.89,82,99,21.25,overcast clouds
344,Cairns,AU,-16.9167,145.7667,77.0,88,75,8.05,light rain
